ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type
send_p-660278,2023-07-18 09:38:45+00:00,send package,p-660278,,1.418,,packages
deliver_p-660277,2023-07-18 09:45:45+00:00,package delivered,p-660277,,7.359,,packages
send_p-660281,2023-07-18 10:07:00+00:00,send package,p-660281,,9.389,,packages
send_p-660280,2023-07-18 10:21:12+00:00,send package,p-660280,,4.447,,packages
create_p-660282,2023-07-18 10:25:38+00:00,create package,p-660282,,7.415,,packages
send_p-660279,2023-07-18 10:30:28+00:00,send package,p-660279,,4.798,,packages
deliver_p-660273,2023-07-18 11:19:21+00:00,package delivered,p-660273,,4.902,,packages
create_p-660283,2023-07-18 11:52:25+00:00,create package,p-660283,,3.005,,packages
create_p-660284,2023-07-18 13:55:16+00:00,create package,p-660284,,3.89,,packages
deliver_p-660279,2023-07-18 14:01:57+00:00,package delivered,p-660279,,4.798,,packages
deliver_p-660280,2023-07-18 14:31:48+00:00,package delivered,p-660280,,4.447,,packages
send_p-660282,2023-07-18 14:42:32+00:00,send package,p-660282,,7.415,,packages
send_p-660276,2023-07-18 14:58:41+00:00,send package,p-660276,,6.968,,packages
deliver_p-660278,2023-07-18 15:20:44+00:00,package delivered,p-660278,,1.418,,packages
create_p-660285,2023-07-18 15:39:50+00:00,create package,p-660285,,2.013,,packages
deliver_p-660265,2023-07-18 15:41:49+00:00,package delivered,p-660265,,5.7,,packages
deliver_p-660282,2023-07-18 17:00:17+00:00,package delivered,p-660282,,7.415,,packages
create_p-660286,2023-07-18 18:52:49+00:00,create package,p-660286,,6.602,,packages
send_p-660284,2023-07-19 08:55:57+00:00,send package,p-660284,,3.89,,packages
deliver_p-660281,2023-07-19 09:47:42+00:00,package delivered,p-660281,,9.389,,packages
create_p-660287,2023-07-19 10:46:47+00:00,create package,p-660287,,5.468,,packages
create_p-660288,2023-07-19 13:17:29+00:00,create package,p-660288,,4.068,,packages
create_p-660289,2023-07-19 14:49:36+00:00,create package,p-660289,,3.02,,packages
send_p-660285,2023-07-19 15:24:33+00:00,send package,p-660285,,2.013,,packages
send_p-660286,2023-07-19 15:35:06+00:00,send package,p-660286,,6.602,,packages
create_p-660290,2023-07-19 15:58:28+00:00,create package,p-660290,,1.963,,packages
create_p-660291,2023-07-19 16:06:02+00:00,create package,p-660291,,3.555,,packages
deliver_p-660286,2023-07-19 16:54:28+00:00,package delivered,p-660286,,6.602,,packages
send_p-660283,2023-07-19 17:08:14+00:00,send package,p-660283,,3.005,,packages
create_p-660292,2023-07-19 17:19:31+00:00,create package,p-660292,,7.352,,packages
send_p-660291,2023-07-19 17:25:03+00:00,send package,p-660291,,3.555,,packages
send_p-660289,2023-07-19 20:07:09+00:00,send package,p-660289,,3.02,,packages
fail_p-660289_86,2023-07-20 08:40:13+00:00,failed delivery,p-660289,,3.02,,packages
send_p-660287,2023-07-20 09:08:30+00:00,send package,p-660287,,5.468,,packages
send_p-660288,2023-07-20 09:33:02+00:00,send package,p-660288,,4.068,,packages
deliver_p-660285,2023-07-20 09:54:48+00:00,package delivered,p-660285,,2.013,,packages
deliver_p-660276,2023-07-20 10:30:01+00:00,package delivered,p-660276,,6.968,,packages
create_p-660293,2023-07-20 10:52:13+00:00,create package,p-660293,,5.279,,packages
deliver_p-660284,2023-07-20 11:14:56+00:00,package delivered,p-660284,,3.89,,packages
send_p-660292,2023-07-20 11:36:28+00:00,send package,p-660292,,7.352,,packages
create_p-660294,2023-07-20 12:16:20+00:00,create package,p-660294,,4.844,,packages
deliver_p-660287,2023-07-20 12:18:32+00:00,package delivered,p-660287,,5.468,,packages
create_p-660295,2023-07-20 14:24:17+00:00,create package,p-660295,,7.739,,packages
deliver_p-660283,2023-07-20 14:36:26+00:00,package delivered,p-660283,,3.005,,packages
send_p-660294,2023-07-20 14:44:50+00:00,send package,p-660294,,4.844,,packages
fail_p-660292_87,2023-07-20 15:59:37+00:00,failed delivery,p-660292,,7.352,,packages
deliver_p-660288,2023-07-20 16:22:11+00:00,package delivered,p-660288,,4.068,,packages
create_p-660296,2023-07-20 17:10:41+00:00,create package,p-660296,,3.094,,packages
deliver_p-660294,2023-07-20 18:04:03+00:00,package delivered,p-660294,,4.844,,packages
send_p-660290,2023-07-20 19:45:22+00:00,send package,p-660290,,1.963,,packages
fail_p-660291_88,2023-07-20 22:13:49+00:00,failed delivery,p-660291,,3.555,,packages
create_p-660297,2023-07-21 09:31:53+00:00,create package,p-660297,,3.999,,packages
create_p-660298,2023-07-21 12:52:34+00:00,create package,p-660298,,5.054,,packages
fail_p-660290_89,2023-07-21 13:31:33+00:00,failed delivery,p-660290,,1.963,,packages
fail_p-660291_90,2023-07-21 14:18:21+00:00,failed delivery,p-660291,,3.555,,packages
send_p-660293,2023-07-21 15:07:02+00:00,send package,p-660293,,5.279,,packages
deliver_p-660289,2023-07-21 15:35:19+00:00,package delivered,p-660289,,3.02,,packages
fail_p-660292_91,2023-07-21 15:47:26+00:00,failed delivery,p-660292,,7.352,,packages
send_p-660296,2023-07-21 16:23:14+00:00,send package,p-660296,,3.094,,packages
send_p-660298,2023-07-21 16:26:28+00:00,send package,p-660298,,5.054,,packages
deliver_p-660292,2023-07-21 16:54:13+00:00,package delivered,p-660292,,7.352,,packages
create_p-660299,2023-07-21 18:03:26+00:00,create package,p-660299,,10.122,,packages
send_p-660295,2023-07-21 20:08:57+00:00,send package,p-660295,,7.739,,packages
create_p-660300,2023-07-22 01:00:00+00:00,create package,p-660300,,2.356,,packages
deliver_p-660298,2023-07-24 08:34:10+00:00,package delivered,p-660298,,5.054,,packages
fail_p-660296_92,2023-07-24 09:01:54+00:00,failed delivery,p-660296,,3.094,,packages
send_p-660297,2023-07-24 10:45:09+00:00,send package,p-660297,,3.999,,packages
fail_p-660290_93,2023-07-24 10:54:48+00:00,failed delivery,p-660290,,1.963,,packages
create_p-660301,2023-07-24 11:47:28+00:00,create package,p-660301,,2.477,,packages
fail_p-660290_94,2023-07-24 13:12:56+00:00,failed delivery,p-660290,,1.963,,packages
create_p-660302,2023-07-24 13:33:44+00:00,create package,p-660302,,6.799,,packages
send_p-660299,2023-07-24 13:54:26+00:00,send package,p-660299,,10.122,,packages
send_p-660301,2023-07-24 14:30:55+00:00,send package,p-660301,,2.477,,packages
send_p-660300,2023-07-24 15:54:01+00:00,send package,p-660300,,2.356,,packages
deliver_p-660299,2023-07-24 15:58:34+00:00,package delivered,p-660299,,10.122,,packages
deliver_p-660291,2023-07-24 16:35:32+00:00,package delivered,p-660291,,3.555,,packages
create_p-660303,2023-07-24 17:45:19+00:00,create package,p-660303,,2.313,,packages
deliver_p-660293,2023-07-25 08:54:29+00:00,package delivered,p-660293,,5.279,,packages
create_p-660304,2023-07-25 08:59:07+00:00,create package,p-660304,,8.363,,packages
send_p-660304,2023-07-25 10:30:54+00:00,send package,p-660304,,8.363,,packages
send_p-660303,2023-07-25 10:32:35+00:00,send package,p-660303,,2.313,,packages
fail_p-660296_95,2023-07-25 10:58:06+00:00,failed delivery,p-660296,,3.094,,packages
deliver_p-660295,2023-07-25 11:34:29+00:00,package delivered,p-660295,,7.739,,packages
deliver_p-660304,2023-07-25 12:12:58+00:00,package delivered,p-660304,,8.363,,packages
create_p-660305,2023-07-25 12:13:54+00:00,create package,p-660305,,4.082,,packages
send_p-660302,2023-07-25 12:24:16+00:00,send package,p-660302,,6.799,,packages
deliver_p-660296,2023-07-25 12:45:47+00:00,package delivered,p-660296,,3.094,,packages
deliver_p-660300,2023-07-25 13:11:11+00:00,package delivered,p-660300,,2.356,,packages
deliver_p-660297,2023-07-25 13:31:20+00:00,package delivered,p-660297,,3.999,,packages
create_p-660306,2023-07-25 14:49:25+00:00,create package,p-660306,,6.111,,packages
deliver_p-660301,2023-07-25 15:36:19+00:00,package delivered,p-660301,,2.477,,packages
deliver_p-660303,2023-07-25 16:00:36+00:00,package delivered,p-660303,,2.313,,packages
create_p-660307,2023-07-25 16:15:22+00:00,create package,p-660307,,2.45,,packages
create_p-660308,2023-07-25 17:47:01+00:00,create package,p-660308,,2.609,,packages
deliver_p-660302,2023-07-25 18:33:40+00:00,package delivered,p-660302,,6.799,,packages
fail_p-660290_96,2023-07-25 19:44:53+00:00,failed delivery,p-660290,,1.963,,packages
send_p-660306,2023-07-25 19:56:22+00:00,send package,p-660306,,6.111,,packages
create_p-660309,2023-07-26 09:50:43+00:00,create package,p-660309,,6.77,,packages
create_p-660310,2023-07-26 11:46:57+00:00,create package,p-660310,,2.548,,packages
send_p-660310,2023-07-26 11:53:52+00:00,send package,p-660310,,2.548,,packages
create_p-660311,2023-07-26 12:20:38+00:00,create package,p-660311,,2.919,,packages
send_p-660305,2023-07-26 13:10:52+00:00,send package,p-660305,,4.082,,packages
fail_p-660310_97,2023-07-26 14:10:09+00:00,failed delivery,p-660310,,2.548,,packages
send_p-660308,2023-07-26 14:17:05+00:00,send package,p-660308,,2.609,,packages
send_p-660309,2023-07-26 15:54:01+00:00,send package,p-660309,,6.77,,packages
deliver_p-660306,2023-07-26 16:06:39+00:00,package delivered,p-660306,,6.111,,packages
create_p-660312,2023-07-26 16:15:03+00:00,create package,p-660312,,2.339,,packages
create_p-660313,2023-07-26 16:58:58+00:00,create package,p-660313,,4.667,,packages
deliver_p-660309,2023-07-26 17:26:43+00:00,package delivered,p-660309,,6.77,,packages
create_p-660314,2023-07-26 22:32:05+00:00,create package,p-660314,,5.553,,packages
create_p-660315,2023-07-27 01:00:00+00:00,create package,p-660315,,2.066,,packages
send_p-660315,2023-07-27 08:43:04+00:00,send package,p-660315,,2.066,,packages
send_p-660307,2023-07-27 09:37:52+00:00,send package,p-660307,,2.45,,packages
send_p-660312,2023-07-27 09:40:05+00:00,send package,p-660312,,2.339,,packages
deliver_p-660307,2023-07-27 10:47:56+00:00,package delivered,p-660307,,2.45,,packages
send_p-660311,2023-07-27 11:31:52+00:00,send package,p-660311,,2.919,,packages
deliver_p-660315,2023-07-27 11:39:20+00:00,package delivered,p-660315,,2.066,,packages
deliver_p-660310,2023-07-27 11:48:51+00:00,package delivered,p-660310,,2.548,,packages
deliver_p-660290,2023-07-27 14:02:00+00:00,package delivered,p-660290,,1.963,,packages
create_p-660316,2023-07-27 14:22:10+00:00,create package,p-660316,,4.145,,packages
create_p-660317,2023-07-27 16:02:15+00:00,create package,p-660317,,2.85,,packages
send_p-660316,2023-07-27 16:10:38+00:00,send package,p-660316,,4.145,,packages
deliver_p-660308,2023-07-27 16:28:22+00:00,package delivered,p-660308,,2.609,,packages
deliver_p-660305,2023-07-27 17:17:32+00:00,package delivered,p-660305,,4.082,,packages
fail_p-660311_98,2023-07-27 17:58:19+00:00,failed delivery,p-660311,,2.919,,packages
deliver_p-660312,2023-07-27 19:20:39+00:00,package delivered,p-660312,,2.339,,packages
send_p-660317,2023-07-27 20:51:58+00:00,send package,p-660317,,2.85,,packages
create_p-660318,2023-07-28 08:43:06+00:00,create package,p-660318,,1.513,,packages
send_p-660313,2023-07-28 09:05:22+00:00,send package,p-660313,,4.667,,packages
create_p-660319,2023-07-28 09:34:52+00:00,create package,p-660319,,2.723,,packages
create_p-660320,2023-07-28 09:58:42+00:00,create package,p-660320,,4.409,,packages
deliver_p-660317,2023-07-28 11:18:55+00:00,package delivered,p-660317,,2.85,,packages
send_p-660320,2023-07-28 11:40:00+00:00,send package,p-660320,,4.409,,packages
create_p-660321,2023-07-28 12:00:11+00:00,create package,p-660321,,5.149,,packages
send_p-660318,2023-07-28 12:38:19+00:00,send package,p-660318,,1.513,,packages
send_p-660319,2023-07-28 13:07:39+00:00,send package,p-660319,,2.723,,packages
deliver_p-660316,2023-07-28 14:30:21+00:00,package delivered,p-660316,,4.145,,packages
send_p-660321,2023-07-28 14:45:37+00:00,send package,p-660321,,5.149,,packages
deliver_p-660320,2023-07-28 15:34:20+00:00,package delivered,p-660320,,4.409,,packages
create_p-660322,2023-07-28 16:03:54+00:00,create package,p-660322,,4.098,,packages
deliver_p-660319,2023-07-28 16:33:27+00:00,package delivered,p-660319,,2.723,,packages
deliver_p-660318,2023-07-28 16:37:38+00:00,package delivered,p-660318,,1.513,,packages
send_p-660314,2023-07-28 16:54:31+00:00,send package,p-660314,,5.553,,packages
create_p-660323,2023-07-28 17:20:45+00:00,create package,p-660323,,1.89,,packages
deliver_p-660321,2023-07-28 17:24:33+00:00,package delivered,p-660321,,5.149,,packages
create_p-660324,2023-07-28 18:24:05+00:00,create package,p-660324,,7.321,,packages
send_p-660323,2023-07-28 19:20:01+00:00,send package,p-660323,,1.89,,packages
deliver_p-660323,2023-07-28 19:48:10+00:00,package delivered,p-660323,,1.89,,packages
fail_p-660311_99,2023-07-31 10:10:35+00:00,failed delivery,p-660311,,2.919,,packages
send_p-660324,2023-07-31 13:53:42+00:00,send package,p-660324,,7.321,,packages
send_p-660322,2023-07-31 14:19:45+00:00,send package,p-660322,,4.098,,packages
create_p-660325,2023-07-31 14:21:21+00:00,create package,p-660325,,3.587,,packages
deliver_p-660313,2023-07-31 14:50:15+00:00,package delivered,p-660313,,4.667,,packages
fail_p-660314_100,2023-07-31 15:51:58+00:00,failed delivery,p-660314,,5.553,,packages
create_p-660326,2023-07-31 16:04:12+00:00,create package,p-660326,,9.194,,packages
deliver_p-660322,2023-07-31 16:09:06+00:00,package delivered,p-660322,,4.098,,packages
create_p-660327,2023-08-01 01:00:00+00:00,create package,p-660327,,2.871,,packages
deliver_p-660311,2023-08-01 10:00:13+00:00,package delivered,p-660311,,2.919,,packages
create_p-660328,2023-08-01 11:42:54+00:00,create package,p-660328,,7.199,,packages
deliver_p-660314,2023-08-01 15:28:36+00:00,package delivered,p-660314,,5.553,,packages
send_p-660328,2023-08-01 15:50:02+00:00,send package,p-660328,,7.199,,packages
create_p-660329,2023-08-01 19:03:47+00:00,create package,p-660329,,1.726,,packages
create_p-660330,2023-08-01 21:45:55+00:00,create package,p-660330,,2.535,,packages
create_p-660331,2023-08-02 10:19:16+00:00,create package,p-660331,,2.137,,packages
deliver_p-660324,2023-08-02 10:40:50+00:00,package delivered,p-660324,,7.321,,packages
create_p-660332,2023-08-02 11:10:26+00:00,create package,p-660332,,2.515,,packages
create_p-660333,2023-08-02 11:34:40+00:00,create package,p-660333,,5.096,,packages
send_p-660326,2023-08-02 14:21:50+00:00,send package,p-660326,,9.194,,packages
send_p-660333,2023-08-02 14:28:40+00:00,send package,p-660333,,5.096,,packages
send_p-660327,2023-08-02 15:07:47+00:00,send package,p-660327,,2.871,,packages
send_p-660325,2023-08-02 15:25:35+00:00,send package,p-660325,,3.587,,packages
deliver_p-660326,2023-08-02 15:55:42+00:00,package delivered,p-660326,,9.194,,packages
create_p-660334,2023-08-02 16:33:28+00:00,create package,p-660334,,2.726,,packages
deliver_p-660327,2023-08-02 17:12:36+00:00,package delivered,p-660327,,2.871,,packages
send_p-660334,2023-08-02 18:03:25+00:00,send package,p-660334,,2.726,,packages
send_p-660330,2023-08-02 18:39:14+00:00,send package,p-660330,,2.535,,packages
create_p-660335,2023-08-02 18:41:52+00:00,create package,p-660335,,2.458,,packages
deliver_p-660334,2023-08-03 08:46:03+00:00,package delivered,p-660334,,2.726,,packages
send_p-660332,2023-08-03 09:22:42+00:00,send package,p-660332,,2.515,,packages
create_p-660336,2023-08-03 09:48:50+00:00,create package,p-660336,,0.693,,packages
create_p-660337,2023-08-03 09:58:01+00:00,create package,p-660337,,6.829,,packages
send_p-660335,2023-08-03 11:18:31+00:00,send package,p-660335,,2.458,,packages
send_p-660329,2023-08-03 11:27:31+00:00,send package,p-660329,,1.726,,packages
deliver_p-660329,2023-08-03 14:35:23+00:00,package delivered,p-660329,,1.726,,packages
create_p-660338,2023-08-03 14:56:41+00:00,create package,p-660338,,4.272,,packages
create_p-660339,2023-08-03 16:17:49+00:00,create package,p-660339,,8.774,,packages
fail_p-660330_101,2023-08-03 16:44:28+00:00,failed delivery,p-660330,,2.535,,packages
send_p-660331,2023-08-03 16:51:39+00:00,send package,p-660331,,2.137,,packages
deliver_p-660332,2023-08-03 16:58:12+00:00,package delivered,p-660332,,2.515,,packages
deliver_p-660335,2023-08-03 18:21:54+00:00,package delivered,p-660335,,2.458,,packages
send_p-660336,2023-08-03 19:45:16+00:00,send package,p-660336,,0.693,,packages
send_p-660339,2023-08-04 09:50:44+00:00,send package,p-660339,,8.774,,packages
deliver_p-660331,2023-08-04 09:52:37+00:00,package delivered,p-660331,,2.137,,packages
create_p-660340,2023-08-04 10:23:37+00:00,create package,p-660340,,5.039,,packages
deliver_p-660333,2023-08-04 10:24:53+00:00,package delivered,p-660333,,5.096,,packages
deliver_p-660336,2023-08-04 11:33:49+00:00,package delivered,p-660336,,0.693,,packages
deliver_p-660328,2023-08-04 11:48:37+00:00,package delivered,p-660328,,7.199,,packages
send_p-660338,2023-08-04 11:52:02+00:00,send package,p-660338,,4.272,,packages
send_p-660340,2023-08-04 12:07:11+00:00,send package,p-660340,,5.039,,packages
create_p-660341,2023-08-04 12:56:33+00:00,create package,p-660341,,2.66,,packages
create_p-660342,2023-08-04 15:15:31+00:00,create package,p-660342,,3.355,,packages
create_p-660343,2023-08-04 16:47:33+00:00,create package,p-660343,,6.933,,packages
send_p-660341,2023-08-04 17:35:09+00:00,send package,p-660341,,2.66,,packages
send_p-660337,2023-08-04 18:33:25+00:00,send package,p-660337,,6.829,,packages
create_p-660344,2023-08-06 01:00:00+00:00,create package,p-660344,,1.557,,packages
send_p-660342,2023-08-07 09:37:55+00:00,send package,p-660342,,3.355,,packages
deliver_p-660341,2023-08-07 09:48:11+00:00,package delivered,p-660341,,2.66,,packages
fail_p-660325_102,2023-08-07 10:22:48+00:00,failed delivery,p-660325,,3.587,,packages
create_p-660345,2023-08-07 10:26:21+00:00,create package,p-660345,,2.504,,packages
deliver_p-660342,2023-08-07 10:57:09+00:00,package delivered,p-660342,,3.355,,packages
create_p-660346,2023-08-07 11:03:13+00:00,create package,p-660346,,3.85,,packages
create_p-660347,2023-08-07 15:28:06+00:00,create package,p-660347,,7.72,,packages
deliver_p-660330,2023-08-07 16:14:45+00:00,package delivered,p-660330,,2.535,,packages
send_p-660344,2023-08-07 16:49:07+00:00,send package,p-660344,,1.557,,packages
send_p-660343,2023-08-07 17:08:54+00:00,send package,p-660343,,6.933,,packages
create_p-660348,2023-08-07 17:34:45+00:00,create package,p-660348,,2.811,,packages
send_p-660346,2023-08-08 08:07:56+00:00,send package,p-660346,,3.85,,packages
create_p-660349,2023-08-08 10:04:19+00:00,create package,p-660349,,6.096,,packages
deliver_p-660338,2023-08-08 10:05:07+00:00,package delivered,p-660338,,4.272,,packages
deliver_p-660339,2023-08-08 10:31:11+00:00,package delivered,p-660339,,8.774,,packages
deliver_p-660340,2023-08-08 11:23:57+00:00,package delivered,p-660340,,5.039,,packages
deliver_p-660344,2023-08-08 11:56:33+00:00,package delivered,p-660344,,1.557,,packages
deliver_p-660325,2023-08-08 12:08:32+00:00,package delivered,p-660325,,3.587,,packages
deliver_p-660343,2023-08-08 13:15:01+00:00,package delivered,p-660343,,6.933,,packages
create_p-660350,2023-08-08 14:00:48+00:00,create package,p-660350,,2.62,,packages
send_p-660345,2023-08-08 14:51:09+00:00,send package,p-660345,,2.504,,packages
deliver_p-660346,2023-08-08 15:13:47+00:00,package delivered,p-660346,,3.85,,packages
send_p-660350,2023-08-08 15:21:06+00:00,send package,p-660350,,2.62,,packages
create_p-660351,2023-08-08 15:21:47+00:00,create package,p-660351,,2.339,,packages
create_p-660352,2023-08-08 16:04:24+00:00,create package,p-660352,,1.289,,packages
send_p-660351,2023-08-08 16:37:09+00:00,send package,p-660351,,2.339,,packages
create_p-660353,2023-08-08 16:51:11+00:00,create package,p-660353,,11.714,,packages
deliver_p-660337,2023-08-08 18:27:48+00:00,package delivered,p-660337,,6.829,,packages
send_p-660349,2023-08-09 09:17:02+00:00,send package,p-660349,,6.096,,packages
send_p-660353,2023-08-09 09:47:49+00:00,send package,p-660353,,11.714,,packages
send_p-660352,2023-08-09 09:55:36+00:00,send package,p-660352,,1.289,,packages
create_p-660354,2023-08-09 13:11:47+00:00,create package,p-660354,,3.096,,packages
deliver_p-660345,2023-08-09 14:14:08+00:00,package delivered,p-660345,,2.504,,packages
send_p-660348,2023-08-09 15:38:09+00:00,send package,p-660348,,2.811,,packages
deliver_p-660352,2023-08-09 17:12:20+00:00,package delivered,p-660352,,1.289,,packages
fail_p-660349_103,2023-08-09 18:08:36+00:00,failed delivery,p-660349,,6.096,,packages
fail_p-660348_104,2023-08-09 19:15:16+00:00,failed delivery,p-660348,,2.811,,packages
create_p-660355,2023-08-09 19:15:46+00:00,create package,p-660355,,1.486,,packages
deliver_p-660350,2023-08-10 08:45:07+00:00,package delivered,p-660350,,2.62,,packages
create_p-660356,2023-08-10 09:07:25+00:00,create package,p-660356,,3.913,,packages
send_p-660347,2023-08-10 09:50:16+00:00,send package,p-660347,,7.72,,packages
send_p-660356,2023-08-10 10:27:01+00:00,send package,p-660356,,3.913,,packages
create_p-660357,2023-08-10 11:08:38+00:00,create package,p-660357,,1.618,,packages
create_p-660358,2023-08-10 12:15:46+00:00,create package,p-660358,,3.512,,packages
deliver_p-660356,2023-08-10 13:06:56+00:00,package delivered,p-660356,,3.913,,packages
deliver_p-660347,2023-08-10 13:59:51+00:00,package delivered,p-660347,,7.72,,packages
deliver_p-660348,2023-08-10 14:31:42+00:00,package delivered,p-660348,,2.811,,packages
fail_p-660349_105,2023-08-10 14:33:22+00:00,failed delivery,p-660349,,6.096,,packages
send_p-660358,2023-08-10 14:41:08+00:00,send package,p-660358,,3.512,,packages
create_p-660359,2023-08-10 14:50:03+00:00,create package,p-660359,,8.656,,packages
deliver_p-660353,2023-08-10 16:37:22+00:00,package delivered,p-660353,,11.714,,packages
deliver_p-660351,2023-08-10 16:38:19+00:00,package delivered,p-660351,,2.339,,packages
create_p-660360,2023-08-11 01:00:00+00:00,create package,p-660360,,4.421,,packages
send_p-660357,2023-08-11 09:04:11+00:00,send package,p-660357,,1.618,,packages
send_p-660355,2023-08-11 09:33:38+00:00,send package,p-660355,,1.486,,packages
send_p-660354,2023-08-11 10:46:13+00:00,send package,p-660354,,3.096,,packages
create_p-660361,2023-08-11 10:56:55+00:00,create package,p-660361,,4.175,,packages
fail_p-660355_106,2023-08-11 11:24:53+00:00,failed delivery,p-660355,,1.486,,packages
create_p-660362,2023-08-11 13:32:47+00:00,create package,p-660362,,6.923,,packages
send_p-660360,2023-08-11 14:15:54+00:00,send package,p-660360,,4.421,,packages
create_p-660363,2023-08-11 15:29:47+00:00,create package,p-660363,,2.326,,packages
fail_p-660349_107,2023-08-11 16:30:26+00:00,failed delivery,p-660349,,6.096,,packages
create_p-660364,2023-08-11 17:56:15+00:00,create package,p-660364,,4.403,,packages
deliver_p-660354,2023-08-11 18:14:43+00:00,package delivered,p-660354,,3.096,,packages
send_p-660364,2023-08-11 22:15:53+00:00,send package,p-660364,,4.403,,packages
deliver_p-660349,2023-08-14 08:54:12+00:00,package delivered,p-660349,,6.096,,packages
fail_p-660355_108,2023-08-14 10:20:42+00:00,failed delivery,p-660355,,1.486,,packages
send_p-660362,2023-08-14 10:48:50+00:00,send package,p-660362,,6.923,,packages
create_p-660365,2023-08-14 11:25:56+00:00,create package,p-660365,,3.103,,packages
send_p-660363,2023-08-14 11:50:43+00:00,send package,p-660363,,2.326,,packages
deliver_p-660358,2023-08-14 12:14:37+00:00,package delivered,p-660358,,3.512,,packages
create_p-660366,2023-08-14 13:37:10+00:00,create package,p-660366,,4.813,,packages
send_p-660365,2023-08-14 14:34:30+00:00,send package,p-660365,,3.103,,packages
send_p-660359,2023-08-14 15:05:12+00:00,send package,p-660359,,8.656,,packages
fail_p-660357_109,2023-08-14 16:01:05+00:00,failed delivery,p-660357,,1.618,,packages
create_p-660367,2023-08-14 16:13:30+00:00,create package,p-660367,,4.235,,packages
create_p-660368,2023-08-14 18:47:48+00:00,create package,p-660368,,4.518,,packages
deliver_p-660359,2023-08-15 10:20:51+00:00,package delivered,p-660359,,8.656,,packages
create_p-660369,2023-08-15 10:42:32+00:00,create package,p-660369,,1.85,,packages
create_p-660370,2023-08-15 10:52:08+00:00,create package,p-660370,,3.665,,packages
send_p-660368,2023-08-15 10:55:11+00:00,send package,p-660368,,4.518,,packages
deliver_p-660360,2023-08-15 11:58:15+00:00,package delivered,p-660360,,4.421,,packages
send_p-660361,2023-08-15 12:31:05+00:00,send package,p-660361,,4.175,,packages
deliver_p-660368,2023-08-15 12:47:11+00:00,package delivered,p-660368,,4.518,,packages
send_p-660369,2023-08-15 12:59:54+00:00,send package,p-660369,,1.85,,packages
deliver_p-660362,2023-08-15 13:13:06+00:00,package delivered,p-660362,,6.923,,packages
fail_p-660365_110,2023-08-15 13:22:22+00:00,failed delivery,p-660365,,3.103,,packages
deliver_p-660357,2023-08-15 13:48:59+00:00,package delivered,p-660357,,1.618,,packages
fail_p-660355_111,2023-08-15 14:34:01+00:00,failed delivery,p-660355,,1.486,,packages
create_p-660371,2023-08-15 14:38:17+00:00,create package,p-660371,,1.243,,packages
deliver_p-660365,2023-08-15 15:17:30+00:00,package delivered,p-660365,,3.103,,packages
create_p-660372,2023-08-15 15:53:18+00:00,create package,p-660372,,6.143,,packages
send_p-660367,2023-08-15 16:07:12+00:00,send package,p-660367,,4.235,,packages
deliver_p-660367,2023-08-15 16:16:09+00:00,package delivered,p-660367,,4.235,,packages
send_p-660370,2023-08-15 16:56:30+00:00,send package,p-660370,,3.665,,packages
fail_p-660355_112,2023-08-15 17:40:39+00:00,failed delivery,p-660355,,1.486,,packages
fail_p-660361_113,2023-08-15 19:11:02+00:00,failed delivery,p-660361,,4.175,,packages
fail_p-660363_114,2023-08-15 22:23:00+00:00,failed delivery,p-660363,,2.326,,packages
create_p-660373,2023-08-16 01:00:00+00:00,create package,p-660373,,8.548,,packages
deliver_p-660364,2023-08-16 09:42:56+00:00,package delivered,p-660364,,4.403,,packages
send_p-660366,2023-08-16 09:55:59+00:00,send package,p-660366,,4.813,,packages
deliver_p-660366,2023-08-16 10:58:11+00:00,package delivered,p-660366,,4.813,,packages
send_p-660371,2023-08-16 11:23:30+00:00,send package,p-660371,,1.243,,packages
create_p-660374,2023-08-16 11:46:36+00:00,create package,p-660374,,3.475,,packages
deliver_p-660371,2023-08-16 11:49:14+00:00,package delivered,p-660371,,1.243,,packages
send_p-660373,2023-08-16 12:01:11+00:00,send package,p-660373,,8.548,,packages
deliver_p-660363,2023-08-16 12:14:34+00:00,package delivered,p-660363,,2.326,,packages
send_p-660372,2023-08-16 12:21:41+00:00,send package,p-660372,,6.143,,packages
deliver_p-660370,2023-08-16 13:41:44+00:00,package delivered,p-660370,,3.665,,packages
create_p-660375,2023-08-16 15:27:22+00:00,create package,p-660375,,2.29,,packages
fail_p-660355_115,2023-08-16 16:46:15+00:00,failed delivery,p-660355,,1.486,,packages
create_p-660376,2023-08-16 17:01:44+00:00,create package,p-660376,,2.19,,packages
create_p-660377,2023-08-16 17:42:49+00:00,create package,p-660377,,7.825,,packages
deliver_p-660372,2023-08-16 18:23:13+00:00,package delivered,p-660372,,6.143,,packages
send_p-660375,2023-08-17 10:04:32+00:00,send package,p-660375,,2.29,,packages
send_p-660376,2023-08-17 10:35:45+00:00,send package,p-660376,,2.19,,packages
send_p-660374,2023-08-17 10:46:38+00:00,send package,p-660374,,3.475,,packages
deliver_p-660361,2023-08-17 11:35:29+00:00,package delivered,p-660361,,4.175,,packages
send_p-660377,2023-08-17 11:43:00+00:00,send package,p-660377,,7.825,,packages
deliver_p-660373,2023-08-17 11:59:55+00:00,package delivered,p-660373,,8.548,,packages
create_p-660378,2023-08-17 13:46:04+00:00,create package,p-660378,,3.453,,packages
