ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type,event_cost,cumulative_cost
confirm_o-990597,2023-07-31 14:55:31+00:00,confirm order,o-990597,,,142.41,orders,1,1
pay_o-990586,2023-07-31 15:26:28+00:00,pay order,o-990586,,,3386.66,orders,1,2
pay_o-990488,2023-07-31 15:32:22+00:00,pay order,o-990488,,,783.0,orders,1,2
pay_o-990592,2023-07-31 15:36:35+00:00,pay order,o-990592,,,1352.79,orders,1,2
place_o-990602,2023-07-31 15:47:18+00:00,place order,o-990602,,,1029.29,orders,0,0
pay_o-990425,2023-07-31 16:29:48+00:00,pay order,o-990425,,,729.09,orders,1,4
place_o-990603,2023-07-31 17:52:41+00:00,place order,o-990603,,,5438.46,orders,0,0
reminder_o-990480_140,2023-07-31 18:06:55+00:00,payment reminder,o-990480,,,195.26,orders,2,3
pay_o-990466,2023-07-31 19:43:42+00:00,pay order,o-990466,,,2836.96,orders,1,4
place_o-990604,2023-07-31 20:14:15+00:00,place order,o-990604,,,4600.18,orders,0,0
place_o-990605,2023-07-31 23:04:41+00:00,place order,o-990605,,,4675.17,orders,0,0
place_o-990606,2023-08-01 08:53:48+00:00,place order,o-990606,,,3809.5,orders,0,0
pay_o-990374,2023-08-01 09:57:31+00:00,pay order,o-990374,,,1651.94,orders,1,4
confirm_o-990600,2023-08-01 10:33:16+00:00,confirm order,o-990600,,,383.44,orders,1,1
reminder_o-990476_141,2023-08-01 10:52:07+00:00,payment reminder,o-990476,,,3732.34,orders,2,3
pay_o-990550,2023-08-01 11:01:31+00:00,pay order,o-990550,,,613.85,orders,1,2
place_o-990607,2023-08-01 11:08:48+00:00,place order,o-990607,,,2721.72,orders,0,0
reminder_o-990367_142,2023-08-01 11:13:14+00:00,payment reminder,o-990367,,,1167.81,orders,2,5
pay_o-990545,2023-08-01 11:53:24+00:00,pay order,o-990545,,,2933.12,orders,1,2
place_o-990608,2023-08-01 12:35:42+00:00,place order,o-990608,,,1109.66,orders,0,0
pay_o-990589,2023-08-01 14:06:03+00:00,pay order,o-990589,,,2551.55,orders,1,2
place_o-990609,2023-08-01 14:29:29+00:00,place order,o-990609,,,725.58,orders,0,0
pay_o-990567,2023-08-01 14:49:56+00:00,pay order,o-990567,,,2258.7,orders,1,2
pay_o-990587,2023-08-01 15:08:46+00:00,pay order,o-990587,,,1007.12,orders,1,2
pay_o-990421,2023-08-01 15:09:08+00:00,pay order,o-990421,,,3012.43,orders,1,4
pay_o-990596,2023-08-01 16:07:39+00:00,pay order,o-990596,,,2520.88,orders,1,2
place_o-990610,2023-08-01 16:17:04+00:00,place order,o-990610,,,725.59,orders,0,0
reminder_o-990492_143,2023-08-01 16:20:40+00:00,payment reminder,o-990492,,,849.61,orders,2,3
pay_o-990304,2023-08-01 16:54:56+00:00,pay order,o-990304,,,595.89,orders,1,6
reminder_o-990459_144,2023-08-01 17:23:32+00:00,payment reminder,o-990459,,,1029.31,orders,2,3
pay_o-990350,2023-08-01 17:47:15+00:00,pay order,o-990350,,,4470.19,orders,1,4
place_o-990611,2023-08-01 17:52:13+00:00,place order,o-990611,,,1095.64,orders,0,0
confirm_o-990602,2023-08-01 19:47:13+00:00,confirm order,o-990602,,,1029.29,orders,1,1
place_o-990612,2023-08-01 20:12:51+00:00,place order,o-990612,,,660.68,orders,0,0
place_o-990613,2023-08-01 23:01:53+00:00,place order,o-990613,,,1119.45,orders,0,0
place_o-990614,2023-08-02 08:50:27+00:00,place order,o-990614,,,2436.26,orders,0,0
confirm_o-990613,2023-08-02 10:34:33+00:00,confirm order,o-990613,,,1119.45,orders,1,1
pay_o-990585,2023-08-02 10:55:27+00:00,pay order,o-990585,,,4421.57,orders,1,2
pay_o-990459,2023-08-02 10:56:50+00:00,pay order,o-990459,,,1029.31,orders,1,4
place_o-990615,2023-08-02 11:03:46+00:00,place order,o-990615,,,2710.0,orders,0,0
reminder_o-990496_145,2023-08-02 11:19:16+00:00,payment reminder,o-990496,,,1483.84,orders,2,3
pay_o-990566,2023-08-02 11:31:36+00:00,pay order,o-990566,,,1622.35,orders,1,2
confirm_o-990598,2023-08-02 11:36:06+00:00,confirm order,o-990598,,,2972.25,orders,1,1
reminder_o-990495_146,2023-08-02 11:55:17+00:00,payment reminder,o-990495,,,2603.3,orders,2,3
place_o-990616,2023-08-02 12:25:38+00:00,place order,o-990616,,,2875.54,orders,0,0
reminder_o-990382_147,2023-08-02 13:43:06+00:00,payment reminder,o-990382,,,4036.73,orders,2,5
confirm_o-990605,2023-08-02 13:55:07+00:00,confirm order,o-990605,,,4675.17,orders,1,1
place_o-990617,2023-08-02 14:09:21+00:00,place order,o-990617,,,588.19,orders,0,0
confirm_o-990603,2023-08-02 15:21:32+00:00,confirm order,o-990603,,,5438.46,orders,1,1
confirm_o-990609,2023-08-02 15:24:33+00:00,confirm order,o-990609,,,725.58,orders,1,1
confirm_o-990612,2023-08-02 15:29:41+00:00,confirm order,o-990612,,,660.68,orders,1,1
place_o-990618,2023-08-02 15:36:48+00:00,place order,o-990618,,,4309.18,orders,0,0
pay_o-990499,2023-08-02 15:48:14+00:00,pay order,o-990499,,,3291.52,orders,1,2
confirm_o-990608,2023-08-02 16:01:38+00:00,confirm order,o-990608,,,1109.66,orders,1,1
pay_o-990453,2023-08-02 16:04:25+00:00,pay order,o-990453,,,2415.18,orders,1,4
confirm_o-990606,2023-08-02 16:52:35+00:00,confirm order,o-990606,,,3809.5,orders,1,1
pay_o-990563,2023-08-02 17:09:00+00:00,pay order,o-990563,,,508.18,orders,1,2
place_o-990619,2023-08-02 17:31:42+00:00,place order,o-990619,,,1961.24,orders,0,0
place_o-990620,2023-08-02 19:21:29+00:00,place order,o-990620,,,1194.12,orders,0,0
confirm_o-990595,2023-08-02 19:23:18+00:00,confirm order,o-990595,,,985.99,orders,1,1
place_o-990621,2023-08-02 22:19:10+00:00,place order,o-990621,,,7252.23,orders,0,0
place_o-990622,2023-08-03 08:26:31+00:00,place order,o-990622,,,2622.35,orders,0,0
pay_o-990597,2023-08-03 09:17:59+00:00,pay order,o-990597,,,142.41,orders,1,2
pay_o-990572,2023-08-03 09:37:12+00:00,pay order,o-990572,,,3563.17,orders,1,2
place_o-990623,2023-08-03 10:27:52+00:00,place order,o-990623,,,1711.28,orders,0,0
confirm_o-990618,2023-08-03 10:28:24+00:00,confirm order,o-990618,,,4309.18,orders,1,1
confirm_o-990623,2023-08-03 10:59:48+00:00,confirm order,o-990623,,,1711.28,orders,1,1
pay_o-990482,2023-08-03 11:34:29+00:00,pay order,o-990482,,,36.7,orders,1,2
confirm_o-990614,2023-08-03 11:35:29+00:00,confirm order,o-990614,,,2436.26,orders,1,1
place_o-990624,2023-08-03 12:13:50+00:00,place order,o-990624,,,1551.14,orders,0,0
confirm_o-990610,2023-08-03 12:35:02+00:00,confirm order,o-990610,,,725.59,orders,1,1
confirm_o-990611,2023-08-03 13:25:37+00:00,confirm order,o-990611,,,1095.64,orders,1,1
place_o-990625,2023-08-03 13:45:45+00:00,place order,o-990625,,,2275.03,orders,0,0
pay_o-990614,2023-08-03 14:53:56+00:00,pay order,o-990614,,,2436.26,orders,1,2
pay_o-990454,2023-08-03 15:08:50+00:00,pay order,o-990454,,,1705.83,orders,1,4
confirm_o-990620,2023-08-03 15:10:44+00:00,confirm order,o-990620,,,1194.12,orders,1,1
confirm_o-990617,2023-08-03 15:11:40+00:00,confirm order,o-990617,,,588.19,orders,1,1
place_o-990626,2023-08-03 15:49:36+00:00,place order,o-990626,,,3097.36,orders,0,0
confirm_o-990625,2023-08-03 17:02:59+00:00,confirm order,o-990625,,,2275.03,orders,1,1
place_o-990627,2023-08-03 17:57:17+00:00,place order,o-990627,,,659.61,orders,0,0
confirm_o-990599,2023-08-03 19:45:07+00:00,confirm order,o-990599,,,4336.97,orders,1,1
place_o-990628,2023-08-03 20:28:03+00:00,place order,o-990628,,,3546.38,orders,0,0
pay_o-990568,2023-08-03 21:04:41+00:00,pay order,o-990568,,,68.4,orders,1,2
place_o-990629,2023-08-03 23:49:14+00:00,place order,o-990629,,,1226.57,orders,0,0
confirm_o-990604,2023-08-04 08:58:38+00:00,confirm order,o-990604,,,4600.18,orders,1,1
place_o-990630,2023-08-04 09:47:16+00:00,place order,o-990630,,,7119.15,orders,0,0
confirm_o-990627,2023-08-04 10:10:56+00:00,confirm order,o-990627,,,659.61,orders,1,1
confirm_o-990616,2023-08-04 10:44:17+00:00,confirm order,o-990616,,,2875.54,orders,1,1
pay_o-990309,2023-08-04 10:49:22+00:00,pay order,o-990309,,,817.88,orders,1,6
confirm_o-990619,2023-08-04 11:13:23+00:00,confirm order,o-990619,,,1961.24,orders,1,1
pay_o-990382,2023-08-04 11:24:08+00:00,pay order,o-990382,,,4036.73,orders,1,6
place_o-990631,2023-08-04 11:52:38+00:00,place order,o-990631,,,3811.45,orders,0,0
pay_o-990605,2023-08-04 12:08:58+00:00,pay order,o-990605,,,4675.17,orders,1,2
confirm_o-990601,2023-08-04 13:18:29+00:00,confirm order,o-990601,,,771.37,orders,1,1
place_o-990632,2023-08-04 14:03:21+00:00,place order,o-990632,,,5498.29,orders,0,0
confirm_o-990621,2023-08-04 14:22:59+00:00,confirm order,o-990621,,,7252.23,orders,1,1
place_o-990633,2023-08-04 15:24:48+00:00,place order,o-990633,,,1387.8,orders,0,0
confirm_o-990631,2023-08-04 15:36:45+00:00,confirm order,o-990631,,,3811.45,orders,1,1
confirm_o-990630,2023-08-04 16:00:33+00:00,confirm order,o-990630,,,7119.15,orders,1,1
pay_o-990551,2023-08-04 16:05:44+00:00,pay order,o-990551,,,2719.6,orders,1,2
confirm_o-990628,2023-08-04 16:46:42+00:00,confirm order,o-990628,,,3546.38,orders,1,1
place_o-990634,2023-08-04 17:07:42+00:00,place order,o-990634,,,6502.4,orders,0,0
place_o-990635,2023-08-04 18:33:29+00:00,place order,o-990635,,,113.19,orders,0,0
place_o-990636,2023-08-04 21:16:39+00:00,place order,o-990636,,,1378.01,orders,0,0
place_o-990637,2023-08-05 11:22:50+00:00,place order,o-990637,,,2655.87,orders,0,0
reminder_o-990396_148,2023-08-05 16:34:11+00:00,payment reminder,o-990396,,,1973.31,orders,2,5
place_o-990638,2023-08-06 11:22:36+00:00,place order,o-990638,,,804.56,orders,0,0
reminder_o-990517_149,2023-08-06 13:24:52+00:00,payment reminder,o-990517,,,5184.78,orders,2,3
reminder_o-990519_150,2023-08-06 15:35:07+00:00,payment reminder,o-990519,,,4603.36,orders,2,3
reminder_o-990521_151,2023-08-06 19:16:38+00:00,payment reminder,o-990521,,,4709.03,orders,2,3
place_o-990639,2023-08-07 03:40:09+00:00,place order,o-990639,,,3704.34,orders,0,0
confirm_o-990634,2023-08-07 08:43:28+00:00,confirm order,o-990634,,,6502.4,orders,1,1
confirm_o-990636,2023-08-07 09:55:39+00:00,confirm order,o-990636,,,1378.01,orders,1,1
place_o-990640,2023-08-07 10:02:15+00:00,place order,o-990640,,,5728.74,orders,0,0
pay_o-990619,2023-08-07 10:48:47+00:00,pay order,o-990619,,,1961.24,orders,1,2
confirm_o-990639,2023-08-07 10:52:03+00:00,confirm order,o-990639,,,3704.34,orders,1,1
pay_o-990570,2023-08-07 11:03:27+00:00,pay order,o-990570,,,2725.96,orders,1,2
place_o-990641,2023-08-07 11:22:36+00:00,place order,o-990641,,,145.64,orders,0,0
place_o-990642,2023-08-07 13:03:18+00:00,place order,o-990642,,,1055.62,orders,0,0
confirm_o-990624,2023-08-07 13:41:21+00:00,confirm order,o-990624,,,1551.14,orders,1,1
place_o-990643,2023-08-07 14:24:41+00:00,place order,o-990643,,,1906.08,orders,0,0
pay_o-990602,2023-08-07 14:55:00+00:00,pay order,o-990602,,,1029.29,orders,1,2
place_o-990644,2023-08-07 16:07:28+00:00,place order,o-990644,,,1322.85,orders,0,0
confirm_o-990615,2023-08-07 17:03:40+00:00,confirm order,o-990615,,,2710.0,orders,1,1
confirm_o-990640,2023-08-07 17:28:30+00:00,confirm order,o-990640,,,5728.74,orders,1,1
place_o-990645,2023-08-07 17:33:02+00:00,place order,o-990645,,,1702.63,orders,0,0
reminder_o-990527_152,2023-08-07 19:08:52+00:00,payment reminder,o-990527,,,279.82,orders,2,3
place_o-990646,2023-08-07 19:24:09+00:00,place order,o-990646,,,6666.87,orders,0,0
reminder_o-990511_153,2023-08-07 20:41:25+00:00,payment reminder,o-990511,,,3059.98,orders,2,3
place_o-990647,2023-08-07 22:24:29+00:00,place order,o-990647,,,6052.29,orders,0,0
place_o-990648,2023-08-08 08:37:10+00:00,place order,o-990648,,,1248.22,orders,0,0
confirm_o-990641,2023-08-08 08:46:56+00:00,confirm order,o-990641,,,145.64,orders,1,1
confirm_o-990648,2023-08-08 09:58:21+00:00,confirm order,o-990648,,,1248.22,orders,1,1
confirm_o-990632,2023-08-08 10:04:35+00:00,confirm order,o-990632,,,5498.29,orders,1,1
confirm_o-990607,2023-08-08 10:36:02+00:00,confirm order,o-990607,,,2721.72,orders,1,1
place_o-990649,2023-08-08 10:43:50+00:00,place order,o-990649,,,3336.46,orders,0,0
confirm_o-990629,2023-08-08 10:46:23+00:00,confirm order,o-990629,,,1226.57,orders,1,1
reminder_o-990300_154,2023-08-08 11:11:08+00:00,payment reminder,o-990300,,,666.73,orders,2,7
pay_o-990495,2023-08-08 11:39:43+00:00,pay order,o-990495,,,2603.3,orders,1,4
pay_o-990565,2023-08-08 12:45:37+00:00,pay order,o-990565,,,528.26,orders,1,2
place_o-990650,2023-08-08 12:45:46+00:00,place order,o-990650,,,3899.05,orders,0,0
place_o-990651,2023-08-08 14:49:38+00:00,place order,o-990651,,,3788.76,orders,0,0
pay_o-990640,2023-08-08 15:17:29+00:00,pay order,o-990640,,,5728.74,orders,1,2
pay_o-990615,2023-08-08 15:25:52+00:00,pay order,o-990615,,,2710.0,orders,1,2
pay_o-990371,2023-08-08 15:57:41+00:00,pay order,o-990371,,,6547.35,orders,1,6
confirm_o-990643,2023-08-08 16:25:41+00:00,confirm order,o-990643,,,1906.08,orders,1,1
confirm_o-990647,2023-08-08 16:44:00+00:00,confirm order,o-990647,,,6052.29,orders,1,1
pay_o-990595,2023-08-08 16:54:04+00:00,pay order,o-990595,,,985.99,orders,1,2
place_o-990652,2023-08-08 16:57:21+00:00,place order,o-990652,,,3872.06,orders,0,0
pay_o-990504,2023-08-08 17:22:55+00:00,pay order,o-990504,,,248.11,orders,1,2
confirm_o-990638,2023-08-08 18:03:25+00:00,confirm order,o-990638,,,804.56,orders,1,1
pay_o-990620,2023-08-08 18:53:32+00:00,pay order,o-990620,,,1194.12,orders,1,2
pay_o-990632,2023-08-08 18:55:12+00:00,pay order,o-990632,,,5498.29,orders,1,2
pay_o-990409,2023-08-08 19:08:55+00:00,pay order,o-990409,,,3017.71,orders,1,4
place_o-990653,2023-08-08 19:12:48+00:00,place order,o-990653,,,4975.64,orders,0,0
place_o-990654,2023-08-08 22:01:47+00:00,place order,o-990654,,,609.82,orders,0,0
place_o-990655,2023-08-09 07:11:39+00:00,place order,o-990655,,,1916.89,orders,0,0
pay_o-990582,2023-08-09 09:12:42+00:00,pay order,o-990582,,,2154.06,orders,1,2
confirm_o-990646,2023-08-09 09:40:35+00:00,confirm order,o-990646,,,6666.87,orders,1,1
pay_o-990483,2023-08-09 09:45:27+00:00,pay order,o-990483,,,3768.23,orders,1,4
place_o-990656,2023-08-09 09:54:54+00:00,place order,o-990656,,,857.6,orders,0,0
pay_o-990496,2023-08-09 10:03:09+00:00,pay order,o-990496,,,1483.84,orders,1,4
confirm_o-990655,2023-08-09 10:13:11+00:00,confirm order,o-990655,,,1916.89,orders,1,1
confirm_o-990644,2023-08-09 10:26:54+00:00,confirm order,o-990644,,,1322.85,orders,1,1
pay_o-990460,2023-08-09 10:38:26+00:00,pay order,o-990460,,,7921.59,orders,1,4
reminder_o-990536_155,2023-08-09 11:18:35+00:00,payment reminder,o-990536,,,3365.51,orders,2,3
place_o-990657,2023-08-09 12:07:54+00:00,place order,o-990657,,,1848.73,orders,0,0
confirm_o-990622,2023-08-09 12:13:49+00:00,confirm order,o-990622,,,2622.35,orders,1,1
pay_o-990591,2023-08-09 12:19:58+00:00,pay order,o-990591,,,919.34,orders,1,2
pay_o-990521,2023-08-09 12:31:52+00:00,pay order,o-990521,,,4709.03,orders,1,4
reminder_o-990533_156,2023-08-09 12:57:27+00:00,payment reminder,o-990533,,,775.59,orders,2,3
confirm_o-990649,2023-08-09 13:12:32+00:00,confirm order,o-990649,,,3336.46,orders,1,1
place_o-990658,2023-08-09 13:33:53+00:00,place order,o-990658,,,3834.15,orders,0,0
reminder_o-990542_157,2023-08-09 14:34:03+00:00,payment reminder,o-990542,,,743.91,orders,2,3
pay_o-990603,2023-08-09 15:14:33+00:00,pay order,o-990603,,,5438.46,orders,1,2
confirm_o-990656,2023-08-09 15:18:52+00:00,confirm order,o-990656,,,857.6,orders,1,1
pay_o-990631,2023-08-09 15:22:23+00:00,pay order,o-990631,,,3811.45,orders,1,2
place_o-990659,2023-08-09 15:25:52+00:00,place order,o-990659,,,1373.72,orders,0,0
confirm_o-990633,2023-08-09 15:32:49+00:00,confirm order,o-990633,,,1387.8,orders,1,1
pay_o-990423,2023-08-09 15:58:09+00:00,pay order,o-990423,,,269.25,orders,1,4
pay_o-990612,2023-08-09 16:00:45+00:00,pay order,o-990612,,,660.68,orders,1,2
pay_o-990536,2023-08-09 16:31:05+00:00,pay order,o-990536,,,3365.51,orders,1,4
confirm_o-990651,2023-08-09 16:58:53+00:00,confirm order,o-990651,,,3788.76,orders,1,1
pay_o-990636,2023-08-09 17:05:28+00:00,pay order,o-990636,,,1378.01,orders,1,2
place_o-990660,2023-08-09 17:09:50+00:00,place order,o-990660,,,3047.56,orders,0,0
pay_o-990542,2023-08-09 17:12:11+00:00,pay order,o-990542,,,743.91,orders,1,4
confirm_o-990652,2023-08-09 17:16:45+00:00,confirm order,o-990652,,,3872.06,orders,1,1
confirm_o-990645,2023-08-09 17:37:20+00:00,confirm order,o-990645,,,1702.63,orders,1,1
confirm_o-990659,2023-08-09 18:02:18+00:00,confirm order,o-990659,,,1373.72,orders,1,1
place_o-990661,2023-08-09 18:37:45+00:00,place order,o-990661,,,3041.09,orders,0,0
pay_o-990647,2023-08-09 19:04:09+00:00,pay order,o-990647,,,6052.29,orders,1,2
confirm_o-990642,2023-08-09 19:30:11+00:00,confirm order,o-990642,,,1055.62,orders,1,1
place_o-990662,2023-08-09 21:29:27+00:00,place order,o-990662,,,1356.4,orders,0,0
reminder_o-990543_158,2023-08-09 21:48:50+00:00,payment reminder,o-990543,,,2808.41,orders,2,3
confirm_o-990658,2023-08-09 21:55:51+00:00,confirm order,o-990658,,,3834.15,orders,1,1
place_o-990663,2023-08-10 04:57:38+00:00,place order,o-990663,,,5090.4,orders,0,0
place_o-990664,2023-08-10 10:27:29+00:00,place order,o-990664,,,772.12,orders,0,0
confirm_o-990662,2023-08-10 10:33:35+00:00,confirm order,o-990662,,,1356.4,orders,1,1
confirm_o-990654,2023-08-10 11:12:12+00:00,confirm order,o-990654,,,609.82,orders,1,1
reminder_o-990544_159,2023-08-10 11:12:33+00:00,payment reminder,o-990544,,,3519.83,orders,2,3
pay_o-990625,2023-08-10 11:19:22+00:00,pay order,o-990625,,,2275.03,orders,1,2
confirm_o-990650,2023-08-10 11:44:43+00:00,confirm order,o-990650,,,3899.05,orders,1,1
place_o-990665,2023-08-10 12:13:04+00:00,place order,o-990665,,,145.65,orders,0,0
reminder_o-990548_160,2023-08-10 12:21:21+00:00,payment reminder,o-990548,,,4041.0,orders,2,3
confirm_o-990663,2023-08-10 12:37:03+00:00,confirm order,o-990663,,,5090.4,orders,1,1
reminder_o-990547_161,2023-08-10 12:56:33+00:00,payment reminder,o-990547,,,278.77,orders,2,3
confirm_o-990626,2023-08-10 13:17:43+00:00,confirm order,o-990626,,,3097.36,orders,1,1
place_o-990666,2023-08-10 13:44:14+00:00,place order,o-990666,,,833.79,orders,0,0
confirm_o-990653,2023-08-10 14:33:23+00:00,confirm order,o-990653,,,4975.64,orders,1,1
confirm_o-990665,2023-08-10 14:58:46+00:00,confirm order,o-990665,,,145.65,orders,1,1
place_o-990667,2023-08-10 15:46:33+00:00,place order,o-990667,,,2312.88,orders,0,0
pay_o-990571,2023-08-10 15:59:18+00:00,pay order,o-990571,,,2353.87,orders,1,2
pay_o-990465,2023-08-10 16:26:20+00:00,pay order,o-990465,,,1742.85,orders,1,2
confirm_o-990637,2023-08-10 16:36:21+00:00,confirm order,o-990637,,,2655.87,orders,1,1
reminder_o-990524_162,2023-08-10 17:14:56+00:00,payment reminder,o-990524,,,1219.61,orders,2,3
place_o-990668,2023-08-10 17:51:12+00:00,place order,o-990668,,,1020.98,orders,0,0
pay_o-990629,2023-08-10 17:53:26+00:00,pay order,o-990629,,,1226.57,orders,1,2
pay_o-990476,2023-08-10 18:07:49+00:00,pay order,o-990476,,,3732.34,orders,1,4
confirm_o-990635,2023-08-10 18:16:06+00:00,confirm order,o-990635,,,113.19,orders,1,1
confirm_o-990666,2023-08-10 19:40:07+00:00,confirm order,o-990666,,,833.79,orders,1,1
place_o-990669,2023-08-10 20:09:47+00:00,place order,o-990669,,,2850.65,orders,0,0
pay_o-990598,2023-08-10 20:54:10+00:00,pay order,o-990598,,,2972.25,orders,1,2
place_o-990670,2023-08-10 22:55:46+00:00,place order,o-990670,,,328.5,orders,0,0
place_o-990671,2023-08-11 09:39:43+00:00,place order,o-990671,,,1863.85,orders,0,0
confirm_o-990668,2023-08-11 11:30:07+00:00,confirm order,o-990668,,,1020.98,orders,1,1
pay_o-990648,2023-08-11 11:30:53+00:00,pay order,o-990648,,,1248.22,orders,1,2
place_o-990672,2023-08-11 11:37:31+00:00,place order,o-990672,,,2547.68,orders,0,0
pay_o-990577,2023-08-11 11:43:40+00:00,pay order,o-990577,,,257.63,orders,1,2
pay_o-990662,2023-08-11 12:48:19+00:00,pay order,o-990662,,,1356.4,orders,1,2
pay_o-990635,2023-08-11 13:02:38+00:00,pay order,o-990635,,,113.19,orders,1,2
place_o-990673,2023-08-11 13:33:08+00:00,place order,o-990673,,,988.52,orders,0,0
place_o-990674,2023-08-11 15:24:22+00:00,place order,o-990674,,,2742.45,orders,0,0
confirm_o-990667,2023-08-11 15:50:43+00:00,confirm order,o-990667,,,2312.88,orders,1,1
pay_o-990543,2023-08-11 16:34:00+00:00,pay order,o-990543,,,2808.41,orders,1,4
confirm_o-990660,2023-08-11 16:34:45+00:00,confirm order,o-990660,,,3047.56,orders,1,1
pay_o-990658,2023-08-11 16:39:07+00:00,pay order,o-990658,,,3834.15,orders,1,2
pay_o-990436,2023-08-11 16:54:30+00:00,pay order,o-990436,,,2510.31,orders,1,4
place_o-990675,2023-08-11 17:06:49+00:00,place order,o-990675,,,4185.83,orders,0,0
pay_o-990600,2023-08-11 17:18:18+00:00,pay order,o-990600,,,383.44,orders,1,2
pay_o-990608,2023-08-11 17:21:55+00:00,pay order,o-990608,,,1109.66,orders,1,2
confirm_o-990664,2023-08-11 17:33:34+00:00,confirm order,o-990664,,,772.12,orders,1,1
confirm_o-990670,2023-08-11 18:07:35+00:00,confirm order,o-990670,,,328.5,orders,1,1
place_o-990676,2023-08-11 18:31:44+00:00,place order,o-990676,,,1690.73,orders,0,0
place_o-990677,2023-08-11 21:11:23+00:00,place order,o-990677,,,426.94,orders,0,0
place_o-990678,2023-08-12 10:51:15+00:00,place order,o-990678,,,2742.45,orders,0,0
reminder_o-990437_163,2023-08-12 17:55:36+00:00,payment reminder,o-990437,,,1017.67,orders,2,5
place_o-990679,2023-08-13 11:19:26+00:00,place order,o-990679,,,6028.48,orders,0,0
reminder_o-990553_164,2023-08-13 12:31:07+00:00,payment reminder,o-990553,,,1272.45,orders,2,3
reminder_o-990560_165,2023-08-13 22:03:21+00:00,payment reminder,o-990560,,,4914.14,orders,2,3
place_o-990680,2023-08-14 03:33:48+00:00,place order,o-990680,,,1035.06,orders,0,0
pay_o-990579,2023-08-14 09:46:14+00:00,pay order,o-990579,,,6110.8,orders,1,2
place_o-990681,2023-08-14 09:55:17+00:00,place order,o-990681,,,811.06,orders,0,0
confirm_o-990681,2023-08-14 09:58:06+00:00,confirm order,o-990681,,,811.06,orders,1,1
confirm_o-990661,2023-08-14 10:01:49+00:00,confirm order,o-990661,,,3041.09,orders,1,1
confirm_o-990679,2023-08-14 10:26:07+00:00,confirm order,o-990679,,,6028.48,orders,1,1
pay_o-990634,2023-08-14 10:38:28+00:00,pay order,o-990634,,,6502.4,orders,1,2
pay_o-990617,2023-08-14 10:59:05+00:00,pay order,o-990617,,,588.19,orders,1,2
place_o-990682,2023-08-14 12:08:39+00:00,place order,o-990682,,,1369.38,orders,0,0
pay_o-990666,2023-08-14 12:30:38+00:00,pay order,o-990666,,,833.79,orders,1,2
place_o-990683,2023-08-14 13:35:24+00:00,place order,o-990683,,,2649.39,orders,0,0
confirm_o-990672,2023-08-14 13:42:05+00:00,confirm order,o-990672,,,2547.68,orders,1,1
confirm_o-990682,2023-08-14 15:25:14+00:00,confirm order,o-990682,,,1369.38,orders,1,1
place_o-990684,2023-08-14 15:28:54+00:00,place order,o-990684,,,617.4,orders,0,0
pay_o-990599,2023-08-14 15:58:36+00:00,pay order,o-990599,,,4336.97,orders,1,2
reminder_o-990559_166,2023-08-14 16:47:11+00:00,payment reminder,o-990559,,,1372.88,orders,2,3
pay_o-990650,2023-08-14 16:48:57+00:00,pay order,o-990650,,,3899.05,orders,1,2
place_o-990685,2023-08-14 17:15:53+00:00,place order,o-990685,,,1518.7,orders,0,0
place_o-990686,2023-08-14 18:49:52+00:00,place order,o-990686,,,833.79,orders,0,0
place_o-990687,2023-08-14 22:05:47+00:00,place order,o-990687,,,1766.48,orders,0,0
place_o-990688,2023-08-15 07:35:39+00:00,place order,o-990688,,,756.98,orders,0,0
reminder_o-990569_167,2023-08-15 09:03:29+00:00,payment reminder,o-990569,,,121.26,orders,2,3
confirm_o-990657,2023-08-15 09:37:40+00:00,confirm order,o-990657,,,1848.73,orders,1,1
confirm_o-990676,2023-08-15 09:54:45+00:00,confirm order,o-990676,,,1690.73,orders,1,1
confirm_o-990673,2023-08-15 09:58:46+00:00,confirm order,o-990673,,,988.52,orders,1,1
confirm_o-990680,2023-08-15 10:18:39+00:00,confirm order,o-990680,,,1035.06,orders,1,1
place_o-990689,2023-08-15 10:21:18+00:00,place order,o-990689,,,221.38,orders,0,0
confirm_o-990675,2023-08-15 10:42:50+00:00,confirm order,o-990675,,,4185.83,orders,1,1
pay_o-990541,2023-08-15 11:44:07+00:00,pay order,o-990541,,,987.01,orders,1,2
reminder_o-990574_168,2023-08-15 11:56:17+00:00,payment reminder,o-990574,,,1963.77,orders,2,3
place_o-990690,2023-08-15 12:00:42+00:00,place order,o-990690,,,3710.85,orders,0,0
confirm_o-990686,2023-08-15 12:18:03+00:00,confirm order,o-990686,,,833.79,orders,1,1
place_o-990691,2023-08-15 13:19:29+00:00,place order,o-990691,,,3440.3,orders,0,0
confirm_o-990684,2023-08-15 13:29:35+00:00,confirm order,o-990684,,,617.4,orders,1,1
confirm_o-990690,2023-08-15 13:51:54+00:00,confirm order,o-990690,,,3710.85,orders,1,1
pay_o-990552,2023-08-15 14:12:01+00:00,pay order,o-990552,,,691.04,orders,1,2
confirm_o-990677,2023-08-15 14:15:21+00:00,confirm order,o-990677,,,426.94,orders,1,1
pay_o-990630,2023-08-15 14:25:19+00:00,pay order,o-990630,,,7119.15,orders,1,2
pay_o-990657,2023-08-15 14:51:59+00:00,pay order,o-990657,,,1848.73,orders,1,2
pay_o-990404,2023-08-15 14:54:15+00:00,pay order,o-990404,,,1209.02,orders,1,4
